country_id,country_name,country_code,ror_id,university_name,city,establishment_year,official_website,ror_last_modified,collected_at,candidate_status
country_my,Malaysia,MY,https://ror.org/04zrbnc33,Multimedia University,Malacca,1996,https://www.mmu.edu.my/,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/02y2cxp25,HELP University,Kuala Lumpur,1986,https://help.edu.my/,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/0498pcx51,Taylor's University,Subang Jaya,1969,http://university.taylors.edu.my/,2026-07-20,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/019787q29,UCSI University,Kuala Lumpur,1986,https://www.ucsiuniversity.edu.my,2026-07-20,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/02nd88213,Raffles University Iskandar,Johor Bahru,2012,http://www.raffles-university.edu.my/,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/03c3mm140,Southern University College,Skudai,1990,http://www.southern.edu.my/chinese/home.html,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/02d6w7230,TATI University College,Cukai,1993,http://www.tatiuc.edu.my/,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/037yy5v69,Open University Malaysia,Kuala Lumpur,2000,http://www.oum.edu.my/,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/02weg9v26,Wawasan Open University,George Town,2006,http://www.wou.edu.my/,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/00rzspn62,University of Malaya,Kuala Lumpur,1949,https://www.um.edu.my/,2026-06-23,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/0331wa828,Xiamen University Malaysia,Sepang,2015,http://www.xmu.edu.my/,2026-07-20,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/04f1eek20,University of Cyberjaya,Kuala Selangor,2005,https://cyberjaya.edu.my,2026-07-20,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/040v70252,Universiti of Malaysia Sabah,Kota Kinabalu,1994,https://ums.edu.my,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/01704wp68,Universiti Malaysia Pahang Al-Sultan Abdullah,Pekan,2002,https://www.umpsa.edu.my,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/05qkpaf51,Albukhary International University,Alor Star,2010,https://aiu.edu.my,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/03pvs5g92,University of Wollongong Malaysia,Shah Alam,1983,https://www.uow.edu.my,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/02yd50j87,Lincoln University College,Petaling Jaya,2002,https://www.lincoln.edu.my/,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/01he7e113,KPJ Healthcare University,Labu,,https://kpju.edu.my,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/01qz28660,Alfa University College,Subang Jaya,1998,https://alfa.edu.my,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/02ny9gx17,Innovative University College,Subang Jaya,1999,https://innovative.edu.my,2026-02-24,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/02ktf7592,City University Malaysia,Kuala Selangor,1984,https://city.edu.my,2026-04-14,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/03fj82m46,INTI International University,Kampung Baharu Nilai,1986,https://newinti.edu.my/,2025-05-05,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/00yncr324,Monash University Malaysia,Subang Jaya,1998,https://www.monash.edu.my/,2025-05-05,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/03f7dts09,Jesselton University College,Kota Kinabalu,2022,https://www.jesselton.edu.my,2025-06-24,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/00vkd8x05,Selangor Islamic University,Putrajaya,1995,https://www.uis.edu.my,2025-08-26,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/0199x1p30,Linton University College,Ipoh,2005,https://www.linton.edu.my,2025-04-28,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/024fm2y42,Curtin University Sarawak,Miri,1999,https://curtin.edu.my,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/03j4n8s31,University of Selangor,Shah Alam,1999,https://unisel.edu.my,2024-12-11,2026-08-09,To Review
country_my,Malaysia,MY,https://ror.org/031my5009,Asia e University,Kuala Lumpur,2002,https://aeu.edu.my,2026-01-29,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/03mc8zn46,Yeonsung University,Anyang-si,1977,http://www.yeonsung.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/03w9szr81,Bucheon University,Bucheon-si,1979,https://www.bc.ac.kr,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/0483r5v56,Changshin University,Changwon,1991,http://www.csc.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/03r6cc113,Kundong University,Andong,1992,http://www.kundong.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/02fg4j559,Gimcheon University,Gimcheon,1978,http://www.gimcheon.ac.kr/site/english/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/057p3dx48,Hanil University,Wanju,1998,http://www.hanil.ac.kr/eng/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/056fjw561,Induk University,Seoul,1971,http://www.induk.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/04zzths72,Ansan University,Ansan-si,1972,https://www.ansan.ac.kr,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/04qwasw26,Daekyeung University,Gyeongsan-si,1992,http://eng.tk.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/00s9dpb54,Myongji University,Seoul,1948,http://www.mju.ac.kr/mbs/mjuen/index.jsp,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/02e9zc863,Kwangwoon University,Seoul,1934,http://www-eng.kw.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/032xf8h46,Kyonggi University,Suwon,1947,http://www.kyonggi.ac.kr/KyonggiEng.kgu,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/05h9pgm95,Kyungsung University,Busan,1955,https://cms1.ks.ac.kr/eng/Main.do,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/01whq8m38,Mokwon University,Daejeon,1954,http://www.mokwon.ac.kr/eng,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/015v9d997,Jeonju University,Jeonju,1964,http://www.jj.ac.kr/eng/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/02eqchk86,Daejeon University,Daejeon,1979,http://www.dju.ac.kr/foreign/eng/html/main.htm#,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/01cwbae71,Hannam University,Daejeon,1956,http://www.hannam.ac.kr/eng/html/main/main.html,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/02jv06474,Hanseo University,Seosan City,1992,http://www.hanseo.ac.kr/main.do?s=english,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/0382k6j58,Nambu University,Gwangju,1998,http://www.nambu.ac.kr/default.asp,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/00wygsf57,Dongseo University,Busan,1992,http://uni.dongseo.ac.kr/eng/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/010zncz41,JEI University,Incheon,1970,http://eng.jeiu.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/01tbn4j76,Gumi University,Gumi,1991,http://www.gumi.ac.kr/english/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/006pshn89,Seojeong University,Yangju,2000,http://www.seojeong.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/00zec6783,Tongwon University,Gwangju,1993,http://www.tw.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/01qj9e285,Yuhan University,Bucheon-si,1977,http://www.yuhan.ac.kr/en/enterInfo/ei1001.jsp,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/05v1ekw79,Dongyang University,Andong,1994,http://www.dyu.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/050mgpz97,Jungwon University,Koesan,2009,http://eng.jwu.ac.kr/site/siteView.jwu,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/024kwvm84,Kyungil University,Gyeongsan-si,1963,http://eng.kiu.ac.kr/english/index.htm,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/00ncqx842,Seowon University,Cheongju-si,1968,http://www.seowon.ac.kr,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/02dzzka09,Sungkyul University,Anyang-si,1962,http://en.sungkyul.ac.kr/mbs/skueng/index.jsp,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/0509ndt57,Namseoul University,Cheonan,1994,http://eng.nsu.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/048t58j41,Kwangshin University,Gwangju,1954,http://www.kwangshin.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/03xf99d80,Hanlyo University,Gwangyang,1994,http://www.hanlyo.ac.kr/hanlyo/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/00p8em311,Gyeongju University,Gyeongju,1981,http://eng.gu.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/01jt32312,Uiduk University,Gyeongju,1996,http://www.uu.ac.kr/,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/045qyjz25,Baekseok University,Cheonan,1994,http://www.bu.ac.kr/english/index.jsp,2024-12-11,2026-08-09,To Review
country_kr,South Korea,KR,https://ror.org/018pdh902,Anyang University,Anyang-si,1948,http://home.anyang.ac.kr/eng/index.htm,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/04cjpzj07,Meiho University,Pingtung City,1966,http://dotweb.meiho.edu.tw/enmeiho/index.html,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/0314ahf24,TransWorld University,Douliu,1992,https://www.twu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/03pfmgq50,Fooyin University,Kaohsiung,1958,http://english.fy.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/02f2vsx71,Hungkuang University,Taichung,1967,http://www.hk.edu.tw/main.php,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/030m18266,Tatung University,Taipei,1956,http://www.en.ttu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/01fvf0d84,Tajen University,Pingtung City,1966,http://www.tajen.edu.tw/bin/index.php?Lang=en,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/02jb3jv25,Yuanpei University,Hsinchu,1964,http://www.ypu.edu.tw/bin/home.php,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/03c6e8r26,Dayeh University,Dacun,1990,http://www.dyu.edu.tw/english/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/01nrk6j30,MingDao University,Bitou,2001,http://eng.mdu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/01tfbz441,Nanhua University,Chiayi City,1996,http://www.nhu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/05d293n36,WuFeng University,Minxiong,1965,http://www.wfu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/00ke8ye77,Aletheia University,Taipei,1872,https://www.au.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/02x5hb316,Huafan University,Taipei,1990,http://www.hfu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/05kvm7n82,Soochow University,Taipei,1871,http://www-en.scu.edu.tw/index.php,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/05b7g7730,Tungnan University,Taipei,1970,http://www.tnu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/018p1hd91,Kainan University,Taoyuan,1917,http://www.knu.edu.tw/bin/home.php,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/04r3dny05,Vanung University,Taoyuan,1972,http://www.vnu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/04tft4718,Tamkang University,Taipei,1950,http://english.tku.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/00zhvdn11,Tunghai University,Taichung,1955,http://www.thu.edu.tw/web/site/detail.php?scid=65&sid=97,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/038a1tp19,Asia University,Taichung,2001,https://asia.edu.tw,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/032hca325,Hsing Wu University,Taipei,1965,http://www.hwu.edu.tw/bin/home.php,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/03vcw8k58,Ling Tung University,Taichung,1964,http://web.ltu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/01j9jq089,Overseas Chinese University,Taichung,1964,http://epage.ocu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/04ahb7r80,Chienkuo Technology University,Changhua,1965,http://enwww.ctu.edu.tw/bin/home.php,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/04nk1k821,Kao Yuan University,Kaohsiung,1989,http://www.kyu.edu.tw/kyunew3/allkyu.html,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/00wyq5s37,St. John's University,Taipei,1879,https://www.sju.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/055zdhj54,Taiwan Shoufu University,Tainan City,2000,http://web.tsu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/03bej0y93,Yu Da University,Miaoli,1999,http://www.ydu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/03a0cvz60,Hsuan Chuang University,Hsinchu,1997,http://www.hcu.edu.tw/hcu/zh-tw,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/046wjy580,Fo Guang University,Yilan,2000,http://website.fgu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/03pcb1m79,Shu-Te University,Kaohsiung,1986,https://www.stu.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/01d81q939,National Open University,Taipei,1986,https://www.nou.edu.tw/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/03z698x91,National Pingtung University,Pingtung City,2014,https://eng.nptu.edu.tw,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/03ms7mr17,Far East University,Tainan City,1968,https://www.feu.edu.tw/web/,2024-12-11,2026-08-09,To Review
country_tw,Taiwan,TW,https://ror.org/04dmnxh66,CTBC Business School,Tainan City,2000,http://www.ctbc.edu.tw/,2024-12-11,2026-08-09,To Review
country_hk,Hong Kong,HK,https://ror.org/023mp3m37,Hong Kong Virtual University,Hong Kong,2001,https://hkvu.hk/hkvu/,2024-12-11,2026-08-09,To Review
country_hk,Hong Kong,HK,https://ror.org/0563pg902,Lingnan University,Tuen Mun,1888,https://www.ln.edu.hk,2024-12-11,2026-08-09,To Review
country_hk,Hong Kong,HK,https://ror.org/01wcz2f33,Saint Francis University,Hong Kong,1985,https://www.sfu.edu.hk,2024-12-11,2026-08-09,To Review
country_hk,Hong Kong,HK,https://ror.org/02zhqgq86,University of Hong Kong,Pok Fu Lam,1911,https://www.hku.hk,2026-07-20,2026-08-09,To Review
country_hk,Hong Kong,HK,https://ror.org/0145fw131,Hong Kong Baptist University,Hong Kong,1956,https://www.hkbu.edu.hk,2025-10-28,2026-08-09,To Review
country_hk,Hong Kong,HK,https://ror.org/0349bsm71,Hong Kong Metropolitan University,Hong Kong,1989,https://www.hkmu.edu.hk,2025-05-05,2026-08-09,To Review
country_hk,Hong Kong,HK,https://ror.org/0030zas98,Hong Kong Polytechnic University,Hong Kong,1937,http://www.polyu.edu.hk/web/en/home/index.html,2026-07-20,2026-08-09,To Review
country_hk,Hong Kong,HK,https://ror.org/023t8mt09,Hong Kong Shue Yan University,Hong Kong,1971,https://www.hksyu.edu,2024-12-11,2026-08-09,To Review
country_hk,Hong Kong,HK,https://ror.org/021a2zz52,Hong Kong Chu Hai College,Tuen Mun,1947,https://www.chuhai.edu.hk,2024-12-11,2026-08-09,To Review
country_hk,Hong Kong,HK,https://ror.org/00t33hh48,Chinese University of Hong Kong,Hong Kong,1963,http://www.cuhk.edu.hk/english/index.html,2026-07-20,2026-08-09,To Review
country_hk,Hong Kong,HK,https://ror.org/000t0f062,Education University of Hong Kong,Tai Po,1994,https://www.eduhk.hk/main/,2026-07-20,2026-08-09,To Review
