program_id,country_id,university_id,university_name,program_slot,program_name,degree_level,field_of_study,program_url,identity_verified_at,verification_status,research_notes
prog_my_038,country_my,uni_my_013,Universiti Malaysia Sarawak,2,Bachelor in Computer Science (Multimedia Computing) with Honours,Bachelor,Multimedia Computing,https://www.fcsit.unimas.my/what-we-offer/undergraduate/bcs-of-multimedia-computing,2026-08-20,Verified,Verified on official UNIMAS FCSIT individual programme page.
prog_my_039,country_my,uni_my_013,Universiti Malaysia Sarawak,3,Bachelor of Software Engineering with Honours,Bachelor,Software Engineering,https://www.fcsit.unimas.my/what-we-offer/undergraduate/bcs-of-software-engineering,2026-08-20,Verified,Verified on official UNIMAS FCSIT individual programme page.
prog_my_040,country_my,uni_my_014,Multimedia University,1,Bachelor of Computer Science (Honours),Bachelor,Computer Science,https://www.mmu.edu.my/programmes-by-faculty-all/programmes-by-faculty-fci/bachelor-of-computer-science-hons/,2026-08-20,Verified,Current official MMU FCI programme page.
prog_my_041,country_my,uni_my_014,Multimedia University,2,Bachelor of Information Technology (Honours),Bachelor,Information Technology,https://www.mmu.edu.my/programmes-by-faculty-all/programmes-by-faculty-fci/bachelor-of-information-technology-hons-information-systems/,2026-08-20,Verified,Verified on current official MMU Faculty of Computing and Informatics page.
prog_my_042,country_my,uni_my_014,Multimedia University,3,Bachelor of Engineering (Hons) Electronics majoring in Computer,Bachelor,Electronics and Computer Engineering,https://www.mmu.edu.my/programmes-by-faculty-all/programmes-by-faculty-foe/bachelor-of-engineering-hons-electronics-majoring-in-computer/,2026-08-20,Verified,Current official MMU engineering programme page.
prog_my_043,country_my,uni_my_015,UCSI University,1,Bachelor of Computer Science (Honours),Bachelor,Computer Science,https://www.ucsiuniversity.edu.my/programmes/bachelor-computer-science-honours,2026-08-20,Verified,Verified on official UCSI individual programme page and current institute listing.
prog_my_044,country_my,uni_my_015,UCSI University,2,Bachelor of Computer Science in Data Science with Honours,Bachelor,Data Science,https://www.ucsiuniversity.edu.my/programmes/bachelor-computer-science-data-science-honours,2026-08-20,Verified,Verified on official UCSI programme page and current fee schedule.
prog_my_045,country_my,uni_my_015,UCSI University,3,Bachelor of Computer Science in Artificial Intelligence with Honours,Bachelor,Artificial Intelligence,https://www.ucsiuniversity.edu.my/node/15609,2026-08-20,Verified,"Verified on official UCSI programme page, current institute listing and recent fee schedule."
prog_my_046,country_my,uni_my_016,Universiti Tun Hussein Onn Malaysia,1,Bachelor of Computer Science (Information Security) with Honours,Bachelor,Information Security,https://fsktm.uthm.edu.my/?page_id=1336,2026-08-20,Verified,Current official UTHM FSKTM individual programme page; also listed for international students.
prog_my_047,country_my,uni_my_016,Universiti Tun Hussein Onn Malaysia,2,Bachelor of Computer Science (Software Engineering) with Honours,Bachelor,Software Engineering,https://fsktm.uthm.edu.my/?page_id=1364,2026-08-20,Verified,Current official UTHM FSKTM individual programme page.
prog_my_048,country_my,uni_my_016,Universiti Tun Hussein Onn Malaysia,3,Bachelor of Computer Science (Web Technology) with Honours,Bachelor,Web Technology,https://fsktm.uthm.edu.my/?page_id=1356,2026-08-20,Verified,Current official UTHM FSKTM individual programme page; international option listed.
prog_my_049,country_my,uni_my_017,Universiti Teknikal Malaysia Melaka,1,Bachelor of Computer Science (Computer Networking) with Honours,Bachelor,Computer Networking,https://www.utem.edu.my/en/undergraduate-int.html,2026-08-20,Verified,Verified on current official UTeM international undergraduate programme list.
prog_my_050,country_my,uni_my_017,Universiti Teknikal Malaysia Melaka,2,Bachelor of Computer Science (Software Development) with Honours,Bachelor,Software Development,https://www.utem.edu.my/en/undergraduate-int.html,2026-08-20,Verified,Verified on current official UTeM international undergraduate programme list.
prog_my_051,country_my,uni_my_017,Universiti Teknikal Malaysia Melaka,3,Bachelor of Computer Science (Artificial Intelligence) with Honours,Bachelor,Artificial Intelligence,https://www.utem.edu.my/en/undergraduate-int.html,2026-08-20,Verified,Current UTeM international programme listing under Faculty of Artificial Intelligence and Cyber Security.
prog_my_052,country_my,uni_my_018,Universiti Sains Islam Malaysia,1,Bachelor of Computer Science with Honours (Information Security and Assurance),Bachelor,Information Security and Assurance,https://admission.usim.edu.my/academic-programmes/?pid=32,2026-08-20,Verified,Current official USIM admissions programme page updated in August 2026.
prog_my_053,country_my,uni_my_018,Universiti Sains Islam Malaysia,2,Bachelor of Science with Honours (Actuarial Science and Risk Management),Bachelor,Actuarial Science and Risk Management,https://admission.usim.edu.my/academic-programmes/?pid=31,2026-08-20,Verified,Current official USIM admissions programme listing and detail page.
prog_my_054,country_my,uni_my_018,Universiti Sains Islam Malaysia,3,Bachelor of Science with Honours (Financial Mathematics),Bachelor,Financial Mathematics,https://admission.usim.edu.my/program-details/?pid=33,2026-08-20,Verified,Exact official USIM programme detail page; programme also present on current August 2026 academic listing.
prog_my_055,country_my,uni_my_019,Universiti Pendidikan Sultan Idris,1,Bachelor of Education (Information Technology) with Honours,Bachelor,Information Technology Education,https://meta.upsi.edu.my/bachelor-of-education-information-technology-with-honours/,2026-08-20,Verified,Current official UPSI Faculty of Computing and Meta-Technology programme page.
prog_my_056,country_my,uni_my_019,Universiti Pendidikan Sultan Idris,2,Bachelor of Software Engineering (Educational Software) with Honours,Bachelor,Educational Software Engineering,https://meta.upsi.edu.my/bachelor-of-software-engineering-educational-software-with-honours/,2026-08-20,Verified,Current official UPSI individual programme page.
prog_my_057,country_my,uni_my_019,Universiti Pendidikan Sultan Idris,3,Bachelor of Computer Science (Internet of Things Technology) with Honours,Bachelor,Internet of Things Technology,https://meta.upsi.edu.my/bachelor-of-computer-science-internet-of-things-technology-with-honours/,2026-08-20,Verified,Current official UPSI individual programme page with current programme structure.
prog_my_058,country_my,uni_my_020,Universiti Malaysia Terengganu,1,Bachelor of Computer Science (Software Engineering) with Honours,Bachelor,Software Engineering,https://fskm.umt.edu.my/?page_id=34174,2026-08-20,Verified,Current official UMT FSKM undergraduate programme listing; corroborated by 2025/26 guide and 2026 programme material.
prog_my_059,country_my,uni_my_020,Universiti Malaysia Terengganu,2,Bachelor of Computer Science with Maritime Informatics (Honours),Bachelor,Maritime Informatics,https://fskm.umt.edu.my/?page_id=34174,2026-08-20,Verified,Current official UMT Faculty of Computer Science and Mathematics undergraduate listing.
prog_my_060,country_my,uni_my_020,Universiti Malaysia Terengganu,3,Bachelor of Computer Science (Mobile Computing) with Honours,Bachelor,Mobile Computing,https://fskm.umt.edu.my/?page_id=34174,2026-08-20,Verified,Current official UMT FSKM undergraduate listing and current academic material.
prog_my_061,country_my,uni_my_021,Universiti Malaysia Pahang Al-Sultan Abdullah,1,Bachelor of Computer Science (Software Engineering) with Honours,Bachelor,Software Engineering,https://admission.umpsa.edu.my/undergraduate-study/computer/bachelor-of-computer-science-software-engineering-with-honours,2026-08-20,Verified,Verified on current official UMPSA individual undergraduate programme page.
prog_my_062,country_my,uni_my_021,Universiti Malaysia Pahang Al-Sultan Abdullah,2,Bachelor of Computer Science (Computer Systems & Networking) with Honours,Bachelor,Computer Systems and Networking,https://admission.umpsa.edu.my/undergraduate-study/computer/bachelor-of-computer-science-computer-systems-networking-with-honours,2026-08-20,Verified,Verified on current official UMPSA individual programme page.
prog_my_063,country_my,uni_my_021,Universiti Malaysia Pahang Al-Sultan Abdullah,3,Bachelor of Computer Science (Cyber Security) with Honours,Bachelor,Cyber Security,https://admission.umpsa.edu.my/undergraduate-study/computer/bachelor-of-cyber-security,2026-08-20,Verified,Verified on current official UMPSA Cyber Security programme page.
prog_my_064,country_my,uni_my_022,Universiti Malaysia Perlis,1,Bachelor in Data Science (Artificial Intelligence) With Honours,Bachelor,Data Science and Artificial Intelligence,https://fkc.unimap.edu.my/index.php/en/programmes/bachelor/data-science-ai,2026-08-20,Verified,Verified on current official UniMAP Faculty of Intelligent Computing programme page.
prog_my_065,country_my,uni_my_022,Universiti Malaysia Perlis,2,Bachelor of Computer Engineering with Honours,Bachelor,Computer Engineering,https://admission.unimap.edu.my/programme.php?id=UR6523002,2026-08-20,Verified,Verified on current official UniMAP individual admission programme page.
prog_my_066,country_my,uni_my_022,Universiti Malaysia Perlis,3,Bachelor of Environmental Engineering with Honours,Bachelor,Environmental Engineering,https://admission.unimap.edu.my/programme.php?id=UR6526002,2026-08-20,Verified,Verified on current official UniMAP individual programme page.
prog_my_067,country_my,uni_my_023,Universiti Sultan Zainal Abidin,1,Bachelor of Computer Science (Software Development) with Honours,Bachelor,Software Development,https://fik.unisza.edu.my/index.php?Itemid=736&id=78&lang=en&option=com_sppagebuilder&view=page,2026-08-20,Verified,Exact degree title verified on current official UniSZA Faculty of Informatics and Computing undergraduate page.
prog_my_068,country_my,uni_my_023,Universiti Sultan Zainal Abidin,2,Bachelor of Computer Science (Computer Network Security) With Honours,Bachelor,Computer Network Security,https://fik.unisza.edu.my/index.php?Itemid=736&id=78&lang=en&option=com_sppagebuilder&view=page,2026-08-20,Verified,Exact current degree identity verified on official UniSZA undergraduate listing.
prog_my_069,country_my,uni_my_023,Universiti Sultan Zainal Abidin,3,Bachelor of Computer Science (Internet Computing) With Honours,Bachelor,Internet Computing,https://fik.unisza.edu.my/index.php?Itemid=736&id=78&lang=en&option=com_sppagebuilder&view=page,2026-08-20,Verified,Exact degree identity verified on current official UniSZA programme listing.
prog_my_070,country_my,uni_my_024,Universiti Pertahanan Nasional Malaysia,1,Bachelor of Computer Science (Computer Systems Security),Bachelor,Computer Systems Security,https://www.upnm.edu.my/index.php/en/admission-en/academic-program/undergraduate,2026-08-20,Verified,Exact programme title verified on current official UPNM undergraduate page.
prog_my_071,country_my,uni_my_024,Universiti Pertahanan Nasional Malaysia,2,Bachelor of Computer Science (Artificial Intelligence) (Hons),Bachelor,Artificial Intelligence,https://www.upnm.edu.my/index.php/en/admission-en/academic-program/undergraduate,2026-08-20,Verified,Exact programme title verified on current official UPNM undergraduate page.
prog_my_072,country_my,uni_my_024,Universiti Pertahanan Nasional Malaysia,3,Bachelor of Computer Science (Hons),Bachelor,Computer Science,https://www.upnm.edu.my/index.php/en/admission-en/academic-program/undergraduate,2026-08-20,Verified,Exact current programme title verified on official UPNM undergraduate page.
prog_my_073,country_my,uni_my_025,Universiti Malaysia Kelantan,1,Bachelor of Information Technology with Honours,Bachelor,Information Technology,https://www.umk.edu.my/en/undergraduate-programme.html,2026-08-20,Verified,Current official UMK undergraduate listing; programme also has current FSDK entry-requirement material.
prog_my_074,country_my,uni_my_025,Universiti Malaysia Kelantan,2,Bachelor of Applied Science (Environmental Analytics) with Honours,Bachelor,Environmental Analytics,https://fsb.umk.edu.my/undergraduate.cfm,2026-08-20,Verified,"Exact degree title on current official UMK Faculty of Earth Science page, updated February 2026."
prog_my_075,country_my,uni_my_025,Universiti Malaysia Kelantan,3,Bachelor of Applied Science (Bioindustrial Technology) With Honours,Bachelor,Bioindustrial Technology,https://fbkt.umk.edu.my/undergraduate.cfm,2026-08-20,Verified,"Exact degree title verified on current official UMK Faculty of Bioengineering and Technology page, updated January 2026."
prog_my_076,country_my,uni_my_026,Universiti Tenaga Nasional,1,Bachelor in Computer Science (Artificial Intelligence) (Honours),Bachelor,Artificial Intelligence,https://uniten.edu.my/college-of-computing-informatics/programmes/,2026-08-20,Verified,Current official UNITEN College of Computing & Informatics programme listing; also present in 2026 undergraduate material.
prog_my_077,country_my,uni_my_026,Universiti Tenaga Nasional,2,Bachelor in Computer Science (Cyber Security) (Honours),Bachelor,Cyber Security,https://www.uniten.edu.my/programme/undergraduate/bachelor-in-computer-science-cyber-security-honours/,2026-08-20,Verified,Verified on current official UNITEN individual Cyber Security programme page.
prog_my_078,country_my,uni_my_026,Universiti Tenaga Nasional,3,Bachelor in Software Engineering (Honours),Bachelor,Software Engineering,https://uniten.edu.my/college-of-computing-informatics/programmes/,2026-08-20,Verified,Current official UNITEN computing programme listing and 2026 brochure.
prog_my_079,country_my,uni_my_027,INCEIF University,1,Masters in Islamic Finance Practice (MIFP),Master,Islamic Finance,https://inceif.edu.my/study-inceif-university/master-programmes/,2026-08-20,Verified,Verified on current official INCEIF Master Programmes listing.
prog_my_080,country_my,uni_my_027,INCEIF University,2,Master of Science in Islamic Finance (MSc),Master,Islamic Finance,https://inceif.edu.my/study-inceif-university/master-programmes/masters-of-science-in-islamic-finance-by-coursework-msc/,2026-08-20,Verified,Current official INCEIF MSc programme page with 2026 and 2027 intake deadlines.
prog_my_081,country_my,uni_my_027,INCEIF University,3,Master in Business Administration (Sustainable Business) (MBA),Master,Sustainable Business,https://inceif.edu.my/study-inceif-university/master-programmes/,2026-08-20,Verified,Exact degree identity verified on current official INCEIF Master Programmes listing.
prog_my_082,country_my,uni_my_028,Universiti Tunku Abdul Rahman,1,Bachelor of Computer Science (Honours),Bachelor,Computer Science,https://admission.utar.edu.my/documents/MER-B-ICT.pdf,2026-08-20,Verified,Exact programme identity verified from current official UTAR ICT entry-requirement material.
prog_my_083,country_my,uni_my_028,Universiti Tunku Abdul Rahman,2,Bachelor of Software Engineering (Honours),Bachelor,Software Engineering,https://admission.utar.edu.my/documents/MER-B-ICT.pdf,2026-08-20,Verified,Current official UTAR admissions material lists the programme under Information and Communication Technology.
prog_my_084,country_my,uni_my_028,Universiti Tunku Abdul Rahman,3,Bachelor of Information Technology (Honours) (Communications and Networking),Bachelor,Communications and Networking,https://fict.utar.edu.my/Timetable.php,2026-08-20,Verified,Verified on official UTAR FICT June 2026 timetable/masterlist and current admissions material.
prog_my_085,country_my,uni_my_029,Monash University Malaysia,1,Bachelor of Computer Science,Bachelor,Computer Science,https://www.monash.edu.my/study/undergraduate/information-technology/bachelor-computer-science,2026-08-20,Verified,Current official Monash Malaysia programme page with 2026 course fees.
prog_my_086,country_my,uni_my_029,Monash University Malaysia,2,Bachelor of Computer Science in Data Science,Bachelor,Data Science,https://www.monash.edu.my/IT/future-students/future-students/our-undergraduate-courses,2026-08-20,Verified,Official Monash Malaysia School of IT lists this as a distinct current degree.
prog_my_087,country_my,uni_my_029,Monash University Malaysia,3,Bachelor of Computer Science in Artificial Intelligence,Bachelor,Artificial Intelligence,https://www.monash.edu.my/IT/future-students/future-students/our-undergraduate-courses,2026-08-20,Verified,Official Monash Malaysia School of IT explicitly identifies this as a separate current programme.
prog_my_088,country_my,uni_my_030,University of Nottingham Malaysia,1,BSc (Hons) Computer Science,Bachelor,Computer Science,https://www.nottingham.edu.my/ugstudy/course/computer-science-bsc-hons,2026-08-20,Verified,Current official University of Nottingham Malaysia course page for 2026 entry.
prog_my_089,country_my,uni_my_030,University of Nottingham Malaysia,2,BSc (Hons) Computer Science with Artificial Intelligence,Bachelor,Computer Science and Artificial Intelligence,https://www.nottingham.edu.my/ugstudy/course/computer-science-with-artificial-intelligence-bsc-hons,2026-08-20,Verified,Current official Nottingham Malaysia individual programme page for 2026 entry.
prog_my_090,country_my,uni_my_030,University of Nottingham Malaysia,3,BSc (Hons) in Mathematics and Data Science,Bachelor,Mathematics and Data Science,https://www.nottingham.edu.my/ugstudy/course/mathematics-and-data-science-bsc-hons,2026-08-20,Verified,Current official Nottingham Malaysia individual undergraduate programme page.
prog_my_091,country_my,uni_my_031,Asia Pacific University of Technology and Innovation,1,Bachelor of Science (Honours) in Computer Science,Bachelor,Computer Science,https://www.apu.edu.my/course/bsc-hons-in-computer-science,2026-08-20,Verified,Current official APU programme page shows September and November 2026 intakes.
prog_my_092,country_my,uni_my_031,Asia Pacific University of Technology and Innovation,2,Bachelor of Science (Honours) in Computer Science (Cyber Security),Bachelor,Cyber Security,https://apu.edu.my/course/bsc-hons-in-computer-science-cyber-security,2026-08-20,Verified,Verified on current official APU Cyber Security programme page and 2026 computing material.
prog_my_093,country_my,uni_my_031,Asia Pacific University of Technology and Innovation,3,Bachelor of Computer Science (Hons) (Artificial Intelligence),Bachelor,Artificial Intelligence,https://www.apu.edu.my/course/bsc-hons-in-computer-science-ai,2026-08-20,Verified,Current official APU AI programme page shows September and November 2026 intakes.
prog_my_094,country_my,uni_my_032,Management and Science University,1,Bachelor in Computer Science (Hons),Bachelor,Computer Science,https://www.msu.edu.my/faculty-information-sciences-engineering/bachelor-computer-science.php,2026-08-20,Verified,Verified on current official MSU individual Computer Science programme page.
prog_my_095,country_my,uni_my_032,Management and Science University,2,Bachelor in Information Technology (Honours),Bachelor,Information Technology,https://www.msu.edu.my/faculty-information-sciences-engineering/bachelor-information-technology,2026-08-20,Verified,Verified on current official MSU Information Technology programme page.
prog_my_096,country_my,uni_my_032,Management and Science University,3,Bachelor in Information Systems (Business Computing) (Honours),Bachelor,Business Computing,https://www.msu.edu.my/faculty-information-sciences-engineering/information-system-business-computing,2026-08-20,Verified,Verified on current official MSU Business Computing programme page.
