program_id,university_id,program_name,field_of_study,degree_level,duration_years,study_mode,language_of_instruction,tuition_fee,tuition_currency,tuition_period,minimum_gpa,gpa_scale,ielts_requirement,toefl_requirement,intake,application_deadline,program_url,collected_at,last_verified_at,freshness_status
prog_tw_034,uni_tw_012,Electrical Engineering,Electrical Engineering,Bachelor,,,English,,,,,,5,61,,,https://web.ee.nsysu.edu.tw/p/412-1203-15218.php?Lang=zh-tw,2026-08-22,2026-08-22,current
prog_tw_035,uni_tw_012,Computer Science and Engineering,Computer Science,Bachelor,,,Unknown,,,,,,6.5,61,,,https://cse.nsysu.edu.tw/p/412-1205-16761.php?Lang=en,2026-08-22,2026-08-22,current
prog_tw_036,uni_tw_012,International Business Bachelor Program,International Business,Bachelor,,,English Available,,,,,,6,79,,,https://ib.nsysu.edu.tw/,2026-08-22,2026-08-22,current
prog_tw_037,uni_tw_013,Accounting and Information Technology,Accounting and Information Technology,Bachelor,,,Chinese,,,,,,,,,,https://oia.ccu.edu.tw/p/412-1008-1828.php?Lang=en,2026-08-22,2026-08-22,current
prog_tw_038,uni_tw_013,Finance,Finance,Bachelor,,,Chinese,,,,,,,,,,https://oia.ccu.edu.tw/p/412-1008-1828.php?Lang=en,2026-08-22,2026-08-22,current
prog_tw_039,uni_tw_013,Information Management,Information Management,Bachelor,,,Chinese,,,,,,,,,,https://oia.ccu.edu.tw/p/412-1008-1828.php?Lang=en,2026-08-22,2026-08-22,current
prog_tw_040,uni_tw_014,Food Science,Food Science,Bachelor,,,Unknown,,,,,,,,,,https://academic.ntou.edu.tw/p/412-1005-3456.php?Lang=en,2026-08-22,2026-08-22,current
prog_tw_041,uni_tw_014,Aquaculture,Aquaculture,Bachelor,,,Unknown,,,,,,,,,,https://academic.ntou.edu.tw/p/412-1005-3456.php?Lang=en,2026-08-22,2026-08-22,current
prog_tw_042,uni_tw_014,Computer Science and Engineering,Computer Science,Bachelor,,,Unknown,,,,,,,,,,https://academic.ntou.edu.tw/p/412-1005-3456.php?Lang=en,2026-08-22,2026-08-22,current
prog_tw_043,uni_tw_015,Management Science and Finance,Management Science and Finance,Bachelor,,,English,,,,,,,,,,https://rb027.ndhu.edu.tw/var/file/27/1027/img/4756/894840940.pdf,2026-08-22,2026-08-22,current
prog_tw_044,uni_tw_015,Computer Science and Information Engineering (International Bachelor),Computer Science,Bachelor,,,English,,,,,,,,,,https://rb027.ndhu.edu.tw/var/file/27/1027/img/4756/894840940.pdf,2026-08-22,2026-08-22,current
prog_tw_045,uni_tw_015,Bachelor Degree Program of Data Science,Data Science,Bachelor,,,English,,,,,,,,,,https://rb027.ndhu.edu.tw/var/file/27/1027/img/4756/894840940.pdf,2026-08-22,2026-08-22,current
prog_tw_046,uni_tw_016,Electrical Engineering,Electrical Engineering,Bachelor,,,Unknown,,,,,,,,,,https://interadmission.nuk.edu.tw/var/file/63/1063/img/659330395.pdf,2026-08-22,2026-08-22,current
prog_tw_047,uni_tw_016,Computer Science and Information Engineering,Computer Science,Bachelor,,,Unknown,,,,,,,,,,https://interadmission.nuk.edu.tw/var/file/63/1063/img/659330395.pdf,2026-08-22,2026-08-22,current
prog_tw_048,uni_tw_016,Asia-Pacific Industrial and Business Management,Business Administration,Bachelor,,,Unknown,,,,,,,,,,https://interadmission.nuk.edu.tw/var/file/63/1063/img/659330395.pdf,2026-08-22,2026-08-22,current
prog_tw_049,uni_tw_017,International Management,International Management,Bachelor,,,Unknown,,,,,,,,,,https://oia.nkust.edu.tw/images/upload/files/%E5%AD%B8%E5%A3%ABBachelor%20Admission%20List.pdf,2026-08-22,2026-08-22,current
prog_tw_050,uni_tw_017,Logistics Management,Logistics Management,Bachelor,,,Unknown,,,,,,,,,,https://oia.nkust.edu.tw/images/upload/files/%E5%AD%B8%E5%A3%ABBachelor%20Admission%20List.pdf,2026-08-22,2026-08-22,current
prog_tw_051,uni_tw_017,Business Management,Business Administration,Bachelor,,,Unknown,,,,,,,,,,https://oia.nkust.edu.tw/images/upload/files/%E5%AD%B8%E5%A3%ABBachelor%20Admission%20List.pdf,2026-08-22,2026-08-22,current
prog_tw_052,uni_tw_018,Computer Science and Information Engineering,Computer Science,Bachelor,,,Unknown,,,,,,,,,,https://aax.yuntech.edu.tw/images/content/%E5%9C%8B%E9%9A%9B%E5%AD%B8%E7%94%9F%E7%94%B3%E8%AB%8B%E5%85%A5%E5%AD%B8/115/2026%E5%B9%B4%E7%A7%8B%E5%AD%A3%E7%8F%AD%E5%A4%96%E5%9C%8B%E5%AD%B8%E7%94%9F%E7%94%B3%E8%AB%8B%E5%85%A5%E5%AD%B8%E7%B0%A1%E7%AB%A0%202026%20Fall%20Application%20Guide%20.pdf,2026-08-22,2026-08-22,current
prog_tw_053,uni_tw_018,Industrial Engineering and Management,Industrial Engineering and Management,Bachelor,,,Unknown,,,,,,,,,,https://aax.yuntech.edu.tw/images/content/%E5%9C%8B%E9%9A%9B%E5%AD%B8%E7%94%9F%E7%94%B3%E8%AB%8B%E5%85%A5%E5%AD%B8/115/2026%E5%B9%B4%E7%A7%8B%E5%AD%A3%E7%8F%AD%E5%A4%96%E5%9C%8B%E5%AD%B8%E7%94%9F%E7%94%B3%E8%AB%8B%E5%85%A5%E5%AD%B8%E7%B0%A1%E7%AB%A0%202026%20Fall%20Application%20Guide%20.pdf,2026-08-22,2026-08-22,current
prog_tw_054,uni_tw_018,Business Administration,Business Administration,Bachelor,,,Unknown,,,,,,,,,,https://aax.yuntech.edu.tw/images/content/%E5%9C%8B%E9%9A%9B%E5%AD%B8%E7%94%9F%E7%94%B3%E8%AB%8B%E5%85%A5%E5%AD%B8/115/2026%E5%B9%B4%E7%A7%8B%E5%AD%A3%E7%8F%AD%E5%A4%96%E5%9C%8B%E5%AD%B8%E7%94%9F%E7%94%B3%E8%AB%8B%E5%85%A5%E5%AD%B8%E7%B0%A1%E7%AB%A0%202026%20Fall%20Application%20Guide%20.pdf,2026-08-22,2026-08-22,current
prog_tw_055,uni_tw_019,Tropical Agriculture and International Cooperation,Agriculture,Bachelor,,,English,,,,,,,,,,https://dtaic.npust.edu.tw/en/,2026-08-22,2026-08-22,current
prog_tw_056,uni_tw_019,Aquaculture,Aquaculture,Bachelor,,,Chinese,,,,,,,,,,https://aqua.npust.edu.tw/english-version/,2026-08-22,2026-08-22,current
prog_tw_057,uni_tw_019,Veterinary Medicine,Veterinary Medicine,Bachelor,,,Chinese,,,,,,,,,,https://vm.npust.edu.tw/english/,2026-08-22,2026-08-22,current
prog_tw_058,uni_tw_020,Electrical Engineering,Electrical Engineering,Bachelor,,,Unknown,,,,,,,,,,https://ee.nuu.edu.tw/app/index.php?Lang=en,2026-08-22,2026-08-22,current
prog_tw_059,uni_tw_020,Computer Science and Information Engineering,Computer Science,Bachelor,,,Unknown,,,,,,,,,,https://csie.nuu.edu.tw/p/404-1041-40579.php?Lang=zh-tw,2026-08-22,2026-08-22,current
prog_tw_060,uni_tw_020,Business Management,Business Administration,Bachelor,,,Unknown,,,,,,,,,,https://bm.nuu.edu.tw/,2026-08-22,2026-08-22,current
prog_tw_061,uni_tw_021,Bachelor Program in Smart Sustainable Development and Management,Sustainability and Management,Bachelor,,,English,,,,,,,,,,https://cms-carrier.ntpu.edu.tw/uploads/114_NTPU_Admission_Brochure_Spring_semester_2026_1_628562954d.pdf,2026-08-22,2026-08-22,current
prog_tw_062,uni_tw_021,Business Administration,Business Administration,Bachelor,4,,English Available,,,,,,,,,,https://www.aacsb.ntpu.edu.tw/en/page.php?id=3&ids=1,2026-08-22,2026-08-22,current
prog_tw_063,uni_tw_021,Statistics,Statistics,Bachelor,,,English Available,,,,,,,,,,https://cms-carrier.ntpu.edu.tw/uploads/114_NTPU_Admission_Brochure_Spring_semester_2026_1_628562954d.pdf,2026-08-22,2026-08-22,current
prog_tw_064,uni_tw_022,English Language and Literature,English Language and Literature,Bachelor,,,Unknown,47430,TWD,Semester,,,,,,,https://english.fju.edu.tw/admission_ba_detail_e.asp?AUC_No=8&AU_ID=10,2026-08-22,2026-08-22,current
prog_tw_065,uni_tw_022,Computer Science and Information Engineering,Computer Science,Bachelor,,,Unknown,55350,TWD,Semester,,,,,,,https://idsaoie.fju.edu.tw/DownloadNewsFileServlet?file=14,2026-08-22,2026-08-22,current
prog_tw_066,uni_tw_022,Bachelor's Program in Interdisciplinary Studies,Interdisciplinary Studies,Bachelor,,,English,71360,TWD,Semester,,,,,,,https://idsaoie.fju.edu.tw/DownloadNewsFileServlet?file=14,2026-08-22,2026-08-22,current
prog_tw_067,uni_tw_023,Bachelor's Program of International Business Administration in English,International Business Administration,Bachelor,,,English,,,,,,,,,,https://business.fcu.edu.tw/en/%E6%8B%9B%E7%94%9F/,2026-08-22,2026-08-22,current
prog_tw_068,uni_tw_023,Computer Science and Information Engineering,Computer Science,Bachelor,,,Unknown,,,,,,,,,,https://registration.fcu.edu.tw/en/news/114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%96%B0%E7%94%9F%E5%BF%85%E9%81%B8%E4%BF%AE%E7%A7%91%E7%9B%AE/,2026-08-22,2026-08-22,current
prog_tw_069,uni_tw_023,Bachelor's Program in Artificial Intelligence Technology and Applications,Artificial Intelligence,Bachelor,,,Unknown,,,,,,,,,,https://registration.fcu.edu.tw/en/news/114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%96%B0%E7%94%9F%E5%BF%85%E9%81%B8%E4%BF%AE%E7%A7%91%E7%9B%AE/,2026-08-22,2026-08-22,current
prog_tw_070,uni_tw_024,Computer Science (International Division),Computer Science,Bachelor,,,English,,,,,,,,,,https://exam2.thu.edu.tw/EXAM/download_doc_25/115_regulations.pdf?s=20260224120522,2026-08-22,2026-08-22,current
prog_tw_071,uni_tw_024,Business Administration: Global Elite Program,Business Administration,Bachelor,,,English,,,,,,,,,,https://exam2.thu.edu.tw/EXAM/download_doc_25/115_regulations.pdf?s=20260224120522,2026-08-22,2026-08-22,current
prog_tw_072,uni_tw_024,International Business: Global Elite Program,International Business,Bachelor,,,English,,,,,,,,,,https://exam2.thu.edu.tw/EXAM/download_doc_25/115_regulations.pdf?s=20260224120522,2026-08-22,2026-08-22,current
prog_tw_073,uni_tw_025,Data Science,Data Science,Bachelor,4,,Unknown,,,,,,,,,,https://web-en.scu.edu.tw/datascience,2026-08-22,2026-08-22,current
prog_tw_074,uni_tw_025,Business Administration,Business Administration,Bachelor,4,,Unknown,,,,,,,,,,https://www.ba.scu.edu.tw/en/,2026-08-22,2026-08-22,current
prog_tw_075,uni_tw_025,International Business,International Business,Bachelor,4,,Unknown,,,,,,,,,,https://web-en.scu.edu.tw/ibsu/web_page/1569,2026-08-22,2026-08-22,current
prog_tw_076,uni_tw_026,Pharmacy,Pharmacy,Bachelor,4,,Chinese,,,,,,,,,,https://oge.tmu.edu.tw/degree-students/undergraduate/,2026-08-22,2026-08-22,current
prog_tw_077,uni_tw_026,Public Health,Public Health,Bachelor,4,,Chinese,,,,,,,,,,https://ph.tmu.edu.tw/en/,2026-08-22,2026-08-22,current
prog_tw_078,uni_tw_026,Medical Laboratory Science and Biotechnology,Medical Laboratory Science and Biotechnology,Bachelor,4,,Chinese,,,,,,,,,,http://mts.tmu.edu.tw,2026-08-22,2026-08-22,current
prog_tw_079,uni_tw_027,Pharmacy,Pharmacy,Bachelor,5,,Unknown,,,,,,,,,,https://cmucia.cmu.edu.tw/english/doc/Application_Guidelines115.pdf,2026-08-22,2026-08-22,current
prog_tw_080,uni_tw_027,Physical Therapy,Physical Therapy,Bachelor,,,Unknown,,,,,,,,,,https://cmucia.cmu.edu.tw/english/doc/Application_Guidelines115.pdf,2026-08-22,2026-08-22,current
prog_tw_081,uni_tw_027,Nutrition,Nutrition,Bachelor,,,Unknown,,,,,,,,,,https://cmucia.cmu.edu.tw/english/doc/Application_Guidelines115.pdf,2026-08-22,2026-08-22,current
prog_tw_082,uni_tw_028,Computer Science and Information Engineering,Computer Science,Bachelor,4,Full-time,Chinese,44537,TWD,Semester,,,,,,,https://recruit-intl.cgu.edu.tw/courses/course/58,2026-08-22,2026-08-22,current
prog_tw_083,uni_tw_028,Electrical Engineering,Electrical Engineering,Bachelor,4,Full-time,Chinese,44537,TWD,Semester,,,,,,,https://recruit-intl.cgu.edu.tw/en_US/courses/course/53-bs-bachelors-department-electrical-engineering,2026-08-22,2026-08-22,current
prog_tw_084,uni_tw_028,Biomedical Engineering,Biomedical Engineering,Bachelor,4,Full-time,Chinese,44537,TWD,Semester,,,,,,,https://recruit-intl.cgu.edu.tw/en_US/courses/course/56-bs-bachelors-department-biomedical-engineering,2026-08-22,2026-08-22,current
prog_tw_085,uni_tw_029,International Bachelor Program in Informatics,Computer Science and Informatics,Bachelor,,Full-time,English,,,,,,,,,,https://yzu-apply.yzu.edu.tw/en_US/courses/course/74-international-bachelor-program-informatics,2026-08-22,2026-08-22,current
prog_tw_086,uni_tw_029,International Program in Engineering for Bachelor,Engineering,Bachelor,,Full-time,Chinese / English,,,,,,,,,,https://yzu-apply.yzu.edu.tw/en_US/courses/course/14-international-program-engineering-bachelor,2026-08-22,2026-08-22,current
prog_tw_087,uni_tw_029,Information Communication,Information Communication,Bachelor,,Full-time,Chinese,,,,,,,,,,https://yzu-apply.yzu.edu.tw/en_US/courses/course/140-bachelor-information-communication,2026-08-22,2026-08-22,current
prog_tw_088,uni_tw_030,Business Administration,Business Administration,Bachelor,,,Chinese,,,,,,,,,,https://oia.cycu.edu.tw/wp-content/uploads/115%E5%A4%96%E5%9C%8B%E5%AD%B8%E7%94%9F%E7%A7%8B%E5%AD%A3%E7%8F%AD%E5%85%A5%E5%AD%B8%E7%94%B3%E8%AB%8B%E7%B0%A1%E7%AB%A0251104%E6%9B%B4%E6%96%B0.pdf,2026-08-22,2026-08-22,current
prog_tw_089,uni_tw_030,International Business,International Business,Bachelor,,,Chinese,,,,,,,,,,https://oia.cycu.edu.tw/wp-content/uploads/115%E5%A4%96%E5%9C%8B%E5%AD%B8%E7%94%9F%E7%A7%8B%E5%AD%A3%E7%8F%AD%E5%85%A5%E5%AD%B8%E7%94%B3%E8%AB%8B%E7%B0%A1%E7%AB%A0251104%E6%9B%B4%E6%96%B0.pdf,2026-08-22,2026-08-22,current
prog_tw_090,uni_tw_030,International Undergraduate Program in Business Management,Business Management,Bachelor,,,English,,,,,,,,,,https://oia.cycu.edu.tw/wp-content/uploads/115%E5%A4%96%E5%9C%8B%E5%AD%B8%E7%94%9F%E7%A7%8B%E5%AD%A3%E7%8F%AD%E5%85%A5%E5%AD%B8%E7%94%B3%E8%AB%8B%E7%B0%A1%E7%AB%A0251104%E6%9B%B4%E6%96%B0.pdf,2026-08-22,2026-08-22,current
