program_id,international_applicants_status,international_application_url,international_requirements_note,international_applicants_last_verified_at
prog_tw_040,verified_yes,https://oia.ntou.edu.tw/p/412-1022-7231.php?Lang=en,NTOU's current international admission information lists Food Science as available at Bachelor level.,2026-08-22
prog_tw_041,verified_yes,https://oia.ntou.edu.tw/p/412-1022-7231.php?Lang=en,NTOU's official international admission list marks Aquaculture as available at Bachelor level.,2026-08-22
prog_tw_042,verified_yes,https://oia.ntou.edu.tw/p/412-1022-7231.php?Lang=en,NTOU's official international admission list marks Computer Science and Engineering as available at Bachelor level.,2026-08-22
prog_tw_043,verified_yes,https://oia.ndhu.edu.tw/p/412-1027-21529.php?Lang=en,NDHU's current 2026 Fall international admission guide lists the Bachelor Program of Management Science and Finance.,2026-08-22
prog_tw_044,verified_yes,https://oia.ndhu.edu.tw/p/412-1027-21529.php?Lang=en,The current NDHU admission guide explicitly lists the International Bachelor track in CSIE.,2026-08-22
prog_tw_045,verified_yes,https://oia.ndhu.edu.tw/p/412-1027-21529.php?Lang=en,NDHU's current international admission guide lists the Bachelor Degree Program of Data Science.,2026-08-22
prog_tw_046,verified_yes,https://rinteradmission.nuk.edu.tw/,NUK's official international admission material lists Electrical Engineering as a Bachelor programme available to international applicants.,2026-08-22
prog_tw_047,verified_yes,https://rinteradmission.nuk.edu.tw/,NUK's official international admission material lists CSIE at Bachelor level.,2026-08-22
prog_tw_048,verified_yes,https://rinteradmission.nuk.edu.tw/,NUK's official international admission material lists Asia-Pacific Industrial and Business Management at Bachelor level.,2026-08-22
prog_tw_049,verified_yes,https://oia.nkust.edu.tw/en/news_det-149.html,NKUST's official 2026 Fall Bachelor international admission list contains accepted applicants to the Department of International Management.,2026-08-22
prog_tw_050,verified_yes,https://oia.nkust.edu.tw/en/news_det-149.html,The official 2026 Fall Bachelor admission list contains accepted foreign applicants to Logistics Management.,2026-08-22
prog_tw_051,verified_yes,https://oia.nkust.edu.tw/en/news_det-149.html,NKUST's official 2026 Fall Bachelor admission results contain accepted international applicants to Business Management.,2026-08-22
prog_tw_052,verified_yes,https://admissions-oia.yuntech.edu.tw/intladmission/index/index/applyIntladmissionSn/68,YunTech's official 2026 Fall foreign student guide includes the Department of Computer Science and Information Engineering at Bachelor level.,2026-08-22
prog_tw_053,verified_yes,https://admissions-oia.yuntech.edu.tw/intladmission/index/index/applyIntladmissionSn/68,The current 2026 Fall international admission guide lists Industrial Engineering and Management at Bachelor level.,2026-08-22
prog_tw_054,verified_yes,https://admissions-oia.yuntech.edu.tw/intladmission/index/index/applyIntladmissionSn/68,YunTech's current 2026 Fall guide lists Business Administration at Bachelor level.,2026-08-22
prog_tw_055,verified_yes,https://courseeng.npust.edu.tw/Admission/,"NPUST's current international admission system accepts Bachelor applicants, and the current OIA programme list identifies this department at Bachelor level.",2026-08-22
prog_tw_056,verified_yes,https://courseeng.npust.edu.tw/Admission/,NPUST's current international admission information lists Aquaculture at Bachelor level.,2026-08-22
prog_tw_057,verified_yes,https://courseeng.npust.edu.tw/Admission/,"NPUST's current international admission guidance explicitly provides a Bachelor admission language requirement for Veterinary Medicine, confirming foreign Bachelor eligibility.",2026-08-22
prog_tw_058,verified_yes,https://enroll.nuu.edu.tw/p/405-1065-76354%2Cc735.php,"NUU's official Academic Year 2026 International Student Admission Brochure provides the foreign-student application route, while the EE department confirms its undergraduate programme.",2026-08-22
prog_tw_059,verified_yes,https://enroll.nuu.edu.tw/p/405-1065-76354%2Cc735.php,NUU has a current 2026 international admission brochure and CSIE confirms an active undergraduate programme.,2026-08-22
prog_tw_060,verified_yes,https://enroll.nuu.edu.tw/p/405-1065-76354%2Cc735.php,NUU's current 2026 international admission route supports degree-seeking foreign students and the university maintains the Business Management undergraduate programme.,2026-08-22
prog_tw_061,verified_yes,https://cms-carrier.ntpu.edu.tw/uploads/114_NTPU_Admission_Brochure_Spring_semester_2026_1_628562954d.pdf,NTPU's official international-student admission brochure lists this programme as open at Bachelor level.,2026-08-22
prog_tw_062,verified_yes,https://cms-carrier.ntpu.edu.tw/uploads/114_NTPU_Admission_Brochure_Spring_semester_2026_1_628562954d.pdf,NTPU international admission material lists Business Administration as open to international Bachelor applicants.,2026-08-22
prog_tw_063,verified_yes,https://cms-carrier.ntpu.edu.tw/uploads/114_NTPU_Admission_Brochure_Spring_semester_2026_1_628562954d.pdf,NTPU's international-student brochure lists the Department of Statistics as available at Bachelor level.,2026-08-22
prog_tw_064,verified_yes,https://idsaoie.fju.edu.tw/,FJCU's current Fall 2026 foreign-student admission materials explicitly provide Bachelor admission to the Department of English Language and Literature.,2026-08-22
prog_tw_065,verified_yes,https://idsaoie.fju.edu.tw/,The current FJCU foreign-student admission brochure includes CSIE at Bachelor level.,2026-08-22
prog_tw_066,verified_yes,https://idsaoie.fju.edu.tw/,FJCU's current Fall 2026 international admission materials and admission results explicitly include this Bachelor programme.,2026-08-22
prog_tw_067,unknown,,"The current programme identity and its international learning environment are verified, but an explicit current programme-level first-year foreign-degree admission route was not sufficiently verified in this pass.",2026-08-22
prog_tw_068,unknown,,"Current FCU sources verify the Bachelor programme, but explicit current programme-level international first-year eligibility was not sufficiently verified.",2026-08-22
prog_tw_069,unknown,,Current FCU curriculum information verifies this Bachelor programme. Programme-level current foreign-degree eligibility remains unresolved.,2026-08-22
prog_tw_070,verified_yes,https://exam2.thu.edu.tw/EXAM/index.jsp?DOC=25,Tunghai's current 2026 international degree-student brochure lists the Computer Science International Division at Bachelor level.,2026-08-22
prog_tw_071,verified_yes,https://exam2.thu.edu.tw/EXAM/index.jsp?DOC=25,Current Tunghai international admission brochure lists this programme at Bachelor level.,2026-08-22
prog_tw_072,verified_yes,https://exam2.thu.edu.tw/EXAM/index.jsp?DOC=25,Current Tunghai international admission brochure lists the International Business Global Elite Program at Bachelor level.,2026-08-22
prog_tw_073,verified_yes,https://web-en.scu.edu.tw/entrance/web_page/460,Soochow's current 2026 international admission prospectus includes the Department of Data Science at Bachelor level.,2026-08-22
prog_tw_074,verified_yes,https://web-en.scu.edu.tw/entrance/web_page/460,Current Soochow international admission materials and department admissions information support international Bachelor applicants.,2026-08-22
prog_tw_075,verified_yes,https://web-en.scu.edu.tw/entrance/web_page/460,The Department of International Business links directly to Soochow's current 2026 international-student admission prospectus.,2026-08-22
prog_tw_076,verified_yes,https://ogeadmission.tmu.edu.tw/foreign/index/index/applyForeignSn/112,TMU's official Fall 2026 undergraduate international admission system accepts international applicants.,2026-08-22
prog_tw_077,verified_yes,https://ogeadmission.tmu.edu.tw/foreign/index/index/applyForeignSn/112,TMU Fall 2026 international undergraduate admissions support foreign applicants and the School of Public Health maintains an undergraduate programme.,2026-08-22
prog_tw_078,verified_yes,https://ogeadmission.tmu.edu.tw/foreign/index/index/applyForeignSn/112,TMU's Fall 2026 international undergraduate admission route supports international applicants.,2026-08-22
prog_tw_079,verified_yes,https://cmucia.cmu.edu.tw/english/admission_international.html,China Medical University's current Fall 2026 / Spring 2027 international student admission guide lists Pharmacy at Bachelor level.,2026-08-22
prog_tw_080,verified_yes,https://cmucia.cmu.edu.tw/english/admission_international.html,Current CMU international admission guide lists the Department of Physical Therapy at Bachelor level.,2026-08-22
prog_tw_081,verified_yes,https://cmucia.cmu.edu.tw/english/admission_international.html,Current CMU Fall 2026 / Spring 2027 international admission guide lists Nutrition at Bachelor level.,2026-08-22
prog_tw_082,verified_yes,https://www.cgu.edu.tw/recruit_intl,CGU's current international application portal exposes this Bachelor programme directly to international applicants.,2026-08-22
prog_tw_083,verified_yes,https://www.cgu.edu.tw/recruit_intl,Current CGU international application portal lists this Bachelor programme for international students.,2026-08-22
prog_tw_084,verified_yes,https://www.cgu.edu.tw/recruit_intl,Current CGU application portal exposes Biomedical Engineering Bachelor admission to international students.,2026-08-22
prog_tw_085,verified_yes,https://gao.yzu.edu.tw/index.php/en/admission/international-degree-student,YZU's current application system explicitly offers this Bachelor programme to International Student applicants.,2026-08-22
prog_tw_086,verified_yes,https://gao.yzu.edu.tw/index.php/en/admission/international-degree-student,YZU's current international-degree application system exposes this Bachelor programme to international student applicants.,2026-08-22
prog_tw_087,verified_yes,https://gao.yzu.edu.tw/index.php/en/admission/international-degree-student,YZU's current application page explicitly accepts International Student applicants for this Bachelor programme.,2026-08-22
prog_tw_088,verified_yes,https://oia.cycu.edu.tw/wp-content/uploads/115%E5%A4%96%E5%9C%8B%E5%AD%B8%E7%94%9F%E7%A7%8B%E5%AD%A3%E7%8F%AD%E5%85%A5%E5%AD%B8%E7%94%B3%E8%AB%8B%E7%B0%A1%E7%AB%A0251104%E6%9B%B4%E6%96%B0.pdf,CYCU's current 2026 foreign-student admission brochure lists Business Administration among undergraduate programmes open to foreign students.,2026-08-22
prog_tw_089,verified_yes,https://oia.cycu.edu.tw/wp-content/uploads/115%E5%A4%96%E5%9C%8B%E5%AD%B8%E7%94%9F%E7%A7%8B%E5%AD%A3%E7%8F%AD%E5%85%A5%E5%AD%B8%E7%94%B3%E8%AB%8B%E7%B0%A1%E7%AB%A0251104%E6%9B%B4%E6%96%B0.pdf,CYCU's 2026 international-student admission brochure explicitly lists International Business at undergraduate level.,2026-08-22
prog_tw_090,verified_yes,https://oia.cycu.edu.tw/wp-content/uploads/115%E5%A4%96%E5%9C%8B%E5%AD%B8%E7%94%9F%E7%A7%8B%E5%AD%A3%E7%8F%AD%E5%85%A5%E5%AD%B8%E7%94%B3%E8%AB%8B%E7%B0%A1%E7%AB%A0251104%E6%9B%B4%E6%96%B0.pdf,CYCU's current foreign-student brochure explicitly lists this programme in the English-taught undergraduate section.,2026-08-22
