program_id,university_id,university_name,program_name,degree_level,programme_source_url,international_source_url,international_applicants_status,verified_fields,unresolved_fields,evidence_note,verified_at
prog_tw_011,uni_tw_004,National Cheng Kung University,Electrical Engineering,Bachelor,https://management.oia.ncku.edu.tw/intladmission/application/brochure/applyIntladmissionSn/28,https://oia.ncku.edu.tw/p/404-1032-229816.php?Lang=en,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current international Bachelor availability verified; programme-wide language remains Unknown.,2026-08-22
prog_tw_012,uni_tw_004,National Cheng Kung University,Mechanical Engineering,Bachelor,https://management.oia.ncku.edu.tw/intladmission/application/brochure/applyIntladmissionSn/28,https://oia.ncku.edu.tw/p/404-1032-229816.php?Lang=en,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,"The official current course evidence shows many undergraduate courses in English, but this is not force-normalized into an English programme-level MOI.",2026-08-22
prog_tw_013,uni_tw_005,National Taiwan University of Science and Technology,Computer Science and Information Engineering,Bachelor,https://www.csie.ntust.edu.tw/p/412-1038-10472.php?Lang=en,https://admission.ntust.edu.tw/p/412-1052-9572.php?Lang=en,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current Taiwan Tech Bachelor admissions state that regular programmes other than the designated international advanced programme are Chinese-taught. CSIE has a four-year undergraduate programme.,2026-08-22
prog_tw_014,uni_tw_005,National Taiwan University of Science and Technology,Electronic and Computer Engineering,Bachelor,https://ece.ntust.edu.tw/p/412-1017-1415.php?Lang=en,https://admission.ntust.edu.tw/p/412-1052-9572.php?Lang=en,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Active four-year Bachelor identity verified. Current undergraduate admission guidance places regular programmes in the Chinese-taught category.,2026-08-22
prog_tw_015,uni_tw_005,National Taiwan University of Science and Technology,Industrial Management,Bachelor,https://im-r.ntust.edu.tw/p/412-1014-11291.php?Lang=en,https://admission.ntust.edu.tw/p/412-1052-9572.php?Lang=en,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current department admission page states that the undergraduate programme is four years and instruction is mostly Chinese.,2026-08-22
prog_tw_016,uni_tw_006,National Chengchi University,Chinese Literature,Bachelor,https://nccuadmission.nccu.edu.tw/Post/277,https://nccuadmission.nccu.edu.tw/Post/277,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current NCCU medium-of-instruction table identifies the Bachelor programme as Chinese.,2026-08-22
prog_tw_017,uni_tw_006,National Chengchi University,English,Bachelor,https://nccuadmission.nccu.edu.tw/Post/277,https://nccuadmission.nccu.edu.tw/Post/277,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,NCCU marks this Bachelor programme as having sufficient English-taught courses to satisfy graduation requirements.,2026-08-22
prog_tw_018,uni_tw_006,National Chengchi University,Bachelor Degree Program of International College of Innovation,Bachelor,https://nccuadmission.nccu.edu.tw/Post/277,https://nccuadmission.nccu.edu.tw/Post/277,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,NCCU's current medium-of-instruction table marks the International College of Innovation Bachelor programme as English-taught.,2026-08-22
prog_tw_019,uni_tw_007,National Central University,Business Administration,Bachelor,https://cis.ncu.edu.tw/admissions/default/college/open.programs,https://cis.ncu.edu.tw/admissions/default/college/open.programs,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,"Programme and international Bachelor availability verified. Language marker is not safely reconstructed from text extraction, so MOI remains Unknown.",2026-08-22
prog_tw_020,uni_tw_007,National Central University,Information Management,Bachelor,https://cis.ncu.edu.tw/admissions/default/college/open.programs,https://cis.ncu.edu.tw/admissions/default/college/open.programs,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current international eligibility verified; language remains Unknown.,2026-08-22
prog_tw_021,uni_tw_007,National Central University,Economics,Bachelor,https://cis.ncu.edu.tw/admissions/default/college/open.programs,https://cis.ncu.edu.tw/admissions/default/college/open.programs,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current Bachelor and international availability verified. Language remains Unknown rather than inferred.,2026-08-22
prog_tw_022,uni_tw_008,National Chung Hsing University,Business Administration,Bachelor,https://oia.nchu.edu.tw/images/File/03_Apply_to_NCHU/3-1-Degree-Programs/3-1-2-International-Students/115_Programs_and_Language_Instruction.pdf,https://oia.nchu.edu.tw/images/File/03_Apply_to_NCHU/3-1-Degree-Programs/3-1-2-International-Students/115_Programs_and_Language_Instruction.pdf,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,"Current international programme availability verified. Language symbol is not force-parsed from the PDF extraction, so MOI stays Unknown.",2026-08-22
prog_tw_023,uni_tw_008,National Chung Hsing University,Computer Science and Engineering,Bachelor,https://oia.nchu.edu.tw/images/File/03_Apply_to_NCHU/3-1-Degree-Programs/3-1-2-International-Students/115_Programs_and_Language_Instruction.pdf,https://oia.nchu.edu.tw/images/File/03_Apply_to_NCHU/3-1-Degree-Programs/3-1-2-International-Students/115_Programs_and_Language_Instruction.pdf,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current international Bachelor identity verified; language remains Unknown.,2026-08-22
prog_tw_024,uni_tw_008,National Chung Hsing University,Electrical Engineering,Bachelor,https://oia.nchu.edu.tw/images/File/03_Apply_to_NCHU/3-1-Degree-Programs/3-1-2-International-Students/115_Programs_and_Language_Instruction.pdf,https://oia.nchu.edu.tw/images/File/03_Apply_to_NCHU/3-1-Degree-Programs/3-1-2-International-Students/115_Programs_and_Language_Instruction.pdf,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Programme identity and international eligibility verified; whole-programme language remains Unknown.,2026-08-22
prog_tw_025,uni_tw_009,National Taiwan Normal University,Bachelor of Education,Bachelor,https://www.ed.ntnu.edu.tw/en/pro1?locale=zh_cn&locale=zh_tw,https://bds.oia.ntnu.edu.tw/bds/en/apply,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Bachelor of Education identity and international application route verified. Programme-wide MOI remains Unknown.,2026-08-22
prog_tw_026,uni_tw_009,National Taiwan Normal University,Program of Chinese Language and Culture for International Students,Bachelor,https://www.tcsl.ntnu.edu.tw/index.php/en/admissions/for-international-students/adbachelor-program/,https://bds.oia.ntnu.edu.tw/bds/en/apply,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Official source explicitly describes a four-year Bachelor programme for international students. The teaching language is not inferred merely from the subject matter.,2026-08-22
prog_tw_027,uni_tw_009,National Taiwan Normal University,Business Administration (English-taught Program),Bachelor,https://www.mgt.ntnu.edu.tw/en/ba-etp,https://www.mgt.ntnu.edu.tw/en/ba-etp-admissions,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current programme states all courses are in English except specified university Chinese requirements. CEFR B2 is not converted into an invented IELTS/TOEFL numeric score.,2026-08-22
prog_tw_028,uni_tw_010,National Taipei University of Technology,Computer Science and Information Engineering,Bachelor,https://csie.ntut.edu.tw/p/426-1070-53.php?Lang=en,https://taipeitech.oia.ntut.edu.tw/foreign/index/index/lang/en,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current CSIE page explicitly states a four-year B.S. programme and that the majority of undergraduate courses are taught in Mandarin.,2026-08-22
prog_tw_029,uni_tw_010,National Taipei University of Technology,Electronic Engineering,Bachelor,https://ece.ntut.edu.tw/p/412-1071-13195.php?Lang=en,https://taipeitech.oia.ntut.edu.tw/foreign/index/index/lang/en,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Official B.S. page identifies this as a four-year programme. Whole-programme teaching language remains Unknown.,2026-08-22
prog_tw_030,uni_tw_010,National Taipei University of Technology,Industrial Engineering and Management,Bachelor,https://iem.ntut.edu.tw/p/412-1081-11891.php?Lang=en,https://taipeitech.oia.ntut.edu.tw/foreign/index/index/lang/en,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current official B.S. page states that the Bachelor degree normally takes four years. Teaching language remains Unknown.,2026-08-22
