program_id,university_id,university_name,program_name,degree_level,programme_source_url,international_source_url,international_applicants_status,verified_fields,unresolved_fields,evidence_note,verified_at
prog_th_084,uni_th_028,Rajamangala University of Technology Rattanakosin,Computer Science and Digital Technology,Bachelor,https://rice.rmutr.ac.th/programs/undergraduate/695b2568369c113bc2f67348,https://rice.rmutr.ac.th/admission?type=undergraduate,unknown,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|ielts_requirement|toefl_requirement,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|intake|application_deadline|international_applicant_eligibility,"RICE currently verifies the Bachelor of Science in Computer Science and Digital Technology and its admission criteria. However, the current programme page did not explicitly state foreign applicant eligibility, so the international status remains unknown.",2026-08-22
prog_th_085,uni_th_029,Rajamangala University of Technology Phra Nakhon,Hotel and Hospitality,Bachelor,https://larts.rmutp.ac.th/en/,https://larts.rmutp.ac.th/en/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTP Faculty of Liberal Arts explicitly states that it offers the four-year Hotel and Hospitality bachelor programme for foreign students.,2026-08-22
prog_th_086,uni_th_029,Rajamangala University of Technology Phra Nakhon,Tourism and Hospitality,Bachelor,https://larts.rmutp.ac.th/en/,https://larts.rmutp.ac.th/en/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTP Faculty of Liberal Arts explicitly states that it offers the four-year Tourism and Hospitality bachelor programme for foreign students.,2026-08-22
prog_th_087,uni_th_029,Rajamangala University of Technology Phra Nakhon,English for International Communication,Bachelor,https://larts.rmutp.ac.th/en/,https://larts.rmutp.ac.th/en/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTP Faculty of Liberal Arts explicitly states that it offers the four-year English for International Communication bachelor programme for foreign students.,2026-08-22
prog_th_088,uni_th_030,Rajamangala University of Technology Krungthep,International Business Management,Bachelor,https://ic.rmutk.ac.th/?lang=en&page_id=3980,https://ic.rmutk.ac.th/wp-content/uploads/2023/02/ADMISSION-FORM-ICRMUTK.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction,study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTK International College verifies its Bachelor of Business Administration International Program in International Business Management. The college's foreign applicant materials support non-Thai applicants.,2026-08-22
prog_th_089,uni_th_030,Rajamangala University of Technology Krungthep,International Tourism and Hospitality Management,Bachelor,https://ic.rmutk.ac.th/?lang=en&page_id=4835,https://ic.rmutk.ac.th/wp-content/uploads/2023/02/ADMISSION-FORM-ICRMUTK.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTK International College currently verifies the Bachelor programme in International Tourism and Hospitality Management. International College application materials provide a foreign-student route.,2026-08-22
prog_th_090,uni_th_030,Rajamangala University of Technology Krungthep,Accounting and Information Technology,Bachelor,https://ic.rmutk.ac.th/?lang=en&page_id=4855,https://ic.rmutk.ac.th/wp-content/uploads/2023/02/ADMISSION-FORM-ICRMUTK.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTK International College currently verifies Accounting and Information Technology as a Bachelor international programme. Foreign applicant materials provide passport-based application support.,2026-08-22
prog_th_091,uni_th_031,Rajamangala University of Technology Srivijaya,Artificial Intelligence Engineering and Digital Innovation,Bachelor,https://eng.rmutsv.ac.th/ruts/en/bachelor-of-engineering-program-in-artificial-intelligence-engineering-and-digital-innovation-2/,https://eng.rmutsv.ac.th/ruts/en/bachelor-of-engineering-program-in-artificial-intelligence-engineering-and-digital-innovation-2/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction,study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTSV programme-level official evidence explicitly states that the four-year Artificial Intelligence Engineering and Digital Innovation programme accepts Thai and/or international students with sufficient Thai.,2026-08-22
prog_th_092,uni_th_031,Rajamangala University of Technology Srivijaya,Computer Engineering,Bachelor,https://coe.eng.rmutsv.ac.th/coe/,https://coe.eng.rmutsv.ac.th/coe/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction,study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTSV official Computer Engineering curriculum explicitly states that the four-year programme accepts Thai and/or international students who understand Thai.,2026-08-22
prog_th_093,uni_th_031,Rajamangala University of Technology Srivijaya,Electronics Engineering,Bachelor,https://eng.rmutsv.ac.th/ruts/en/electronic-engineering-program-electrical-engineering/,https://eng.rmutsv.ac.th/ruts/en/electronic-engineering-program-electrical-engineering/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction,study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTSV official Electronics Engineering curriculum explicitly accepts Thai and/or international students proficient in Thai and identifies Thai and English as languages of instruction.,2026-08-22
prog_th_094,uni_th_032,Rajamangala University of Technology Isan,Business Innovation Management,Bachelor,https://ades.rmuti.ac.th/coursedetail?course=452,https://ades.rmuti.ac.th/coursedetail?course=452,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTI official revised-2025 curriculum verifies the four-year B.B.A. Business Innovation Management programme and explicitly includes international students who can use Thai in all four language skills.,2026-08-22
prog_th_095,uni_th_032,Rajamangala University of Technology Isan,Tourism and Hospitality,Bachelor,https://ades.rmuti.ac.th/coursedetail?course=435,https://ades.rmuti.ac.th/coursedetail?course=435,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,"RMUTI official revised-2025 Bachelor of Arts in Tourism and Hospitality curriculum explicitly provides qualification requirements for international students, including Grade 12/equivalent and language requirements.",2026-08-22
prog_th_096,uni_th_032,Rajamangala University of Technology Isan,Modern Management,Bachelor,https://ades.rmuti.ac.th/coursedetail?course=513,https://ades.rmuti.ac.th/coursedetail?course=513,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTI official current curriculum verifies the four-year B.B.A. Modern Management programme and explicitly states that foreign students who speak Thai may be admitted.,2026-08-22
prog_th_097,uni_th_033,Rajamangala University of Technology Lanna,International Business Management,Bachelor,https://academic.rmutl.ac.th/curriculum?lang=en,https://oir.rmutl.ac.th/news/33730-international-cooperation-monitoring-and-review,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTL current curriculum catalogue lists B.B.A. International Business Management as an International Program. Current RMUTL International Relations evidence confirms university procedures for receiving international students and coordinating admission.,2026-08-22
prog_th_098,uni_th_033,Rajamangala University of Technology Lanna,Business Information System,Bachelor,https://academic.rmutl.ac.th/curriculum?lang=en,https://oir.rmutl.ac.th/news/33730-international-cooperation-monitoring-and-review,unknown,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline|international_applicant_eligibility,"RMUTL current curriculum catalogue verifies B.B.A. Business Information System. RMUTL has current international-student admission procedures, but programme-specific foreign applicant eligibility for this programme was not sufficiently explicit; status remains unknown.",2026-08-22
prog_th_099,uni_th_033,Rajamangala University of Technology Lanna,Logistics and Supply Chain Management,Bachelor,https://academic.rmutl.ac.th/curriculum?lang=en,https://oir.rmutl.ac.th/news/33730-international-cooperation-monitoring-and-review,unknown,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline|international_applicant_eligibility,"RMUTL current curriculum catalogue verifies B.B.A. Logistics and Supply Chain Management. University-level international-student procedures exist, but explicit programme-specific foreign eligibility was not verified.",2026-08-22
prog_th_100,uni_th_034,Rajamangala University of Technology Tawan-ok,Management,Master,https://grad.rmutto.ac.th/join-program/,https://grad.rmutto.ac.th/join-program/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTTO official Joint Program page verifies the Master of Management bilingual programme and explicitly states that it is offered to international and domestic students. CBIS admission requires passport documentation from international applicants.,2026-08-22
prog_th_101,uni_th_034,Rajamangala University of Technology Tawan-ok,Management,Doctor,https://grad.rmutto.ac.th/join-program/,https://grad.rmutto.ac.th/join-program/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,RMUTTO official Joint Program page verifies the Doctor of Philosophy Program in Management and explicitly describes the bilingual programme as serving international and domestic students.,2026-08-22
prog_th_102,uni_th_034,Rajamangala University of Technology Tawan-ok,Fine Arts,Doctor,https://cbis.rmutto.ac.th/?page_id=4430,https://cbis.rmutto.ac.th/?page_id=2505,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,CBIS current 2026 student-handbook catalogue verifies the Doctor of Philosophy Program in Fine Arts. Current CBIS graduate admission requires passport documentation and explicitly specifies different arrangements for international students.,2026-08-22
prog_th_103,uni_th_035,Suan Sunandha Rajabhat University,Airline Business,Bachelor,https://ssruic.ssru.ac.th/en/home,https://ssruic.ssru.ac.th/en/page/history,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|language_of_instruction,duration_years|study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,SSRU International College current site lists Airline Business among its active programme websites. The college explicitly states that its international programmes use English and are offered to Thai and foreign students.,2026-08-22
prog_th_104,uni_th_035,Suan Sunandha Rajabhat University,Hotel and Tourism Innovation Management,Bachelor,https://ssruic.ssru.ac.th/en/page/infor-htm,https://ssruic.ssru.ac.th/en/page/history,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|language_of_instruction,duration_years|study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,SSRU International College currently verifies Hotel and Tourism Innovation Management. SSRUIC states that its English-medium international programmes are provided for Thai and foreign students.,2026-08-22
prog_th_105,uni_th_035,Suan Sunandha Rajabhat University,Digital International Business,Bachelor,https://ssruic.ssru.ac.th/en/page/infor-dib,https://ssruic.ssru.ac.th/en/page/history,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|language_of_instruction,duration_years|study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,SSRU International College currently verifies Digital International Business. SSRUIC explicitly describes its international programmes as English-medium programmes for Thai and foreign students.,2026-08-22
prog_th_106,uni_th_036,Phranakhon Rajabhat University,English,Bachelor,https://aic.pnru.ac.th/files/4441.pdf,https://aic.pnru.ac.th/service/574/573,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,Phranakhon Rajabhat University's official International Students admission material lists B.A. English among fields open to foreign students.,2026-08-22
prog_th_107,uni_th_036,Phranakhon Rajabhat University,Business English for International Communication,Bachelor,https://aic.pnru.ac.th/files/4441.pdf,https://aic.pnru.ac.th/service/574/573,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,PNRU's official foreign-student fields-of-study document explicitly lists B.A. Business English for International Communication.,2026-08-22
prog_th_108,uni_th_036,Phranakhon Rajabhat University,Tourism,Bachelor,https://aic.pnru.ac.th/files/4441.pdf,https://aic.pnru.ac.th/service/574/573,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,PNRU's official International Students admission material lists the Bachelor-level Tourism Bilingual Program among fields open to foreign students.,2026-08-22
