program_id,university_id,university_name,program_name,degree_level,programme_source_url,international_source_url,international_applicants_status,verified_fields,unresolved_fields,evidence_note,verified_at
prog_th_047,uni_th_016,University of Phayao,Interior Architecture,Bachelor,https://safa.up.ac.th/en/admissions/prospectus,https://safa.up.ac.th/en/faq,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement,study_mode|toefl_requirement|intake|application_deadline,University of Phayao SAFA official programme and FAQ pages verify the Interior Architecture bachelor programme. SAFA explicitly states that international students may apply and that its programmes are taught in Thai.,2026-08-22
prog_th_048,uni_th_016,University of Phayao,Art and Design,Bachelor,https://safa.up.ac.th/en/admissions/prospectus,https://safa.up.ac.th/en/faq,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement,study_mode|toefl_requirement|intake|application_deadline,University of Phayao SAFA official programme and FAQ pages verify the Art and Design bachelor programme. SAFA explicitly states that international students may apply and that its programmes are taught in Thai.,2026-08-22
prog_th_049,uni_th_017,Walailak University,Doctor of Veterinary Medicine,Bachelor,https://entry.wu.ac.th/apply/download/q/Q8038ENG.pdf,https://entry.wu.ac.th/apply/download/q/Q8038ENG.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,"Walailak University's 2026 official international DVM admission announcement verifies the programme and explicitly reserves places for international students, accepting applicants from schools abroad.",2026-08-22
prog_th_050,uni_th_017,Walailak University,Doctor of Dental Surgery,Bachelor,https://entry.wu.ac.th/apply/download/q/Q8037ENG.pdf,https://entry.wu.ac.th/apply/download/q/Q8037ENG.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,Walailak University's official 2026 International Direct Admission announcement verifies the Doctor of Dental Surgery programme and its international admission process.,2026-08-22
prog_th_051,uni_th_017,Walailak University,Medical Technology,Bachelor,https://entry.wu.ac.th/apply/download/q/Q8063ENG-R2.pdf,https://entry.wu.ac.th/apply/download/q/Q8063ENG-R2.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction|tuition_fee|tuition_currency|tuition_period,study_mode|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,Walailak University's official 2026 International Direct Admission evidence verifies Medical Technology as an International Program.,2026-08-22
prog_th_052,uni_th_018,Suranaree University of Technology,Civil Engineering,Bachelor,https://cia.sut.ac.th/Doc-PDF/SUTProspectus.pdf,https://interadmission.sut.ac.th/how-to-apply-undergraduate-programs/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,SUT official international prospectus lists Civil Engineering among its international undergraduate engineering programmes. SUT maintains an international undergraduate admission route.,2026-08-22
prog_th_053,uni_th_018,Suranaree University of Technology,Mechanical and Aeronautical Engineering,Bachelor,https://cia.sut.ac.th/Doc-PDF/SUTProspectus.pdf,https://interadmission.sut.ac.th/how-to-apply-undergraduate-programs/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,SUT official international prospectus lists Mechanical and Aeronautical Engineering among its international undergraduate engineering programmes. SUT maintains an international undergraduate admission route.,2026-08-22
prog_th_054,uni_th_018,Suranaree University of Technology,Petrochemical and Polymer Engineering,Bachelor,https://cia.sut.ac.th/Doc-PDF/SUTProspectus.pdf,https://interadmission.sut.ac.th/how-to-apply-undergraduate-programs/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,SUT official international prospectus lists Petrochemical and Polymer Engineering among its international undergraduate engineering programmes. SUT maintains an international undergraduate admission route.,2026-08-22
prog_th_055,uni_th_019,Maejo University,Tourism Management,Master,https://mju-ic.mju.ac.th/,https://admissions.mju.ac.th/graduate/FileUpload/ApplyManualEN.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|tuition_fee|tuition_currency|tuition_period,duration_years|study_mode|language_of_instruction|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,Maejo University International College officially lists Tourism Management as an international graduate programme. Maejo graduate application materials provide procedures for overseas academic documents and international applicants.,2026-08-22
prog_th_056,uni_th_019,Maejo University,Organic Agriculture Management and Innovative Agricultural Products,Master,https://mju-ic.mju.ac.th/,https://admissions.mju.ac.th/graduate/FileUpload/ApplyManualEN.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|tuition_fee|tuition_currency|tuition_period,duration_years|study_mode|language_of_instruction|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,Maejo University International College officially lists Organic Agriculture Management and Innovative Agricultural Products as an international graduate programme. Maejo graduate application materials provide procedures for overseas academic documents and international applicants.,2026-08-22
prog_th_057,uni_th_019,Maejo University,Digital Economics and Management Innovation,Master,https://mju-ic.mju.ac.th/,https://admissions.mju.ac.th/graduate/FileUpload/ApplyManualEN.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|tuition_fee|tuition_currency|tuition_period,duration_years|study_mode|language_of_instruction|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,Maejo University International College officially lists Digital Economics and Management Innovation as an international graduate programme. Maejo graduate application materials provide procedures for overseas academic documents and international applicants.,2026-08-22
prog_th_058,uni_th_020,Nakhon Phanom University,English,Bachelor,https://flas.npu.ac.th/web/index.php?page=course_english,https://admission.npu.ac.th/,unknown,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline|international_applicant_eligibility,"Nakhon Phanom University official sources verify the Bachelor of Arts programme in English. A sufficiently explicit current foreign/international degree-applicant eligibility route was not confirmed, so eligibility remains unknown.",2026-08-22
prog_th_059,uni_th_020,Nakhon Phanom University,Chinese,Bachelor,https://flas.npu.ac.th/web/index.php?page=course_chinese,https://admission.npu.ac.th/,unknown,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline|international_applicant_eligibility,"Nakhon Phanom University official sources verify the Bachelor of Arts programme in Chinese. Current international degree-applicant eligibility was not sufficiently explicit, so the status remains unknown.",2026-08-22
prog_th_060,uni_th_020,Nakhon Phanom University,Public Administration,Bachelor,https://www.npu.ac.th/?content_id=1696949610&page=content,https://admission.npu.ac.th/,unknown,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline|international_applicant_eligibility,"Nakhon Phanom University's official undergraduate programme list verifies the Bachelor of Public Administration programme. A sufficiently explicit current foreign degree-applicant route was not verified, so eligibility remains unknown.",2026-08-22
prog_th_061,uni_th_021,Ubon Ratchathani University,Civil Engineering,Master,https://www.ubu.ac.th/web/ubuenglish/content/Masters%20Programs%3A%20Academic%20Year%202026/,https://www.ubu.ac.th/web/ubuenglish/content/General%20Admission%20Requirements/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction|tuition_fee|tuition_currency|tuition_period,study_mode|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,UBU's official 2026 international admissions list verifies the Master of Engineering in Civil Engineering. General graduate admission requirements explicitly require applicants not to hold Thai citizenship or Thai permanent residency.,2026-08-22
prog_th_062,uni_th_021,Ubon Ratchathani University,Social Science and Development,Master,https://www.ubu.ac.th/web/ubuenglish/content/Masters%20Programs%3A%20Academic%20Year%202026/,https://www.ubu.ac.th/web/ubuenglish/content/General%20Admission%20Requirements/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction|tuition_fee|tuition_currency|tuition_period,study_mode|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,UBU's official 2026 international admissions list verifies the Master of Arts in Social Science and Development and provides dedicated international graduate applicant requirements.,2026-08-22
prog_th_063,uni_th_021,Ubon Ratchathani University,Tourism Hospitality and Contemporary Thai Culture Innovation Management,Master,https://www.ubu.ac.th/web/ubuenglish/content/Masters%20Programs%3A%20Academic%20Year%202026/,https://www.ubu.ac.th/web/ubuenglish/content/General%20Admission%20Requirements/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction|tuition_fee|tuition_currency|tuition_period,study_mode|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,UBU's official 2026 international admissions list verifies the Master of Arts in Tourism Hospitality and Contemporary Thai Culture Innovation Management and provides dedicated international graduate applicant requirements.,2026-08-22
prog_th_064,uni_th_022,Sukhothai Thammathirat Open University,Marketing,Bachelor,https://www.stou.ac.th/eng/courses/Bachelor_65/PROGRAM/BUS/market.pdf,https://www.stou.ac.th/main/en/faqs.html,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|language_of_instruction,duration_years|study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,"STOU official programme material verifies the B.B.A. Marketing programme. STOU explicitly states that foreign students are welcome if they can read, write and speak Thai fluently.",2026-08-22
prog_th_065,uni_th_022,Sukhothai Thammathirat Open University,International Relations and Comparative Governments and Politics,Bachelor,https://www.stou.ac.th/Courses/sps/,https://www.stou.ac.th/main/en/faqs.html,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|language_of_instruction,duration_years|study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,STOU official Political Science curriculum verifies International Relations and Comparative Governments and Politics. STOU explicitly permits foreign students who possess sufficient Thai proficiency.,2026-08-22
prog_th_066,uni_th_022,Sukhothai Thammathirat Open University,Information and Communication Technology,Bachelor,https://www.stou.ac.th/eng/courses/Bachelor_56/PROGRAM/SCIENCE/information.pdf,https://www.stou.ac.th/main/en/faqs.html,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|language_of_instruction,duration_years|study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,STOU official programme material verifies the Bachelor of Science in Information and Communication Technology. STOU states that foreign students may study but its degree programmes are not taught in English.,2026-08-22
prog_th_067,uni_th_023,Ramkhamhaeng University,English,Bachelor,https://iis.ru.ac.th/images/doc/Download/B.A.%20English%20Grade%20Checklist%2065%20-%2069.pdf,https://iis.ru.ac.th/images/doc/Download/1.%20Visa%20Regulation%20and%20Procedures%20Handbook%20.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,IIS-RU current programme checklist verifies the Bachelor of Arts in English International Program. Current IIS-RU visa procedures explicitly address new undergraduate applicants and international students.,2026-08-22
prog_th_068,uni_th_023,Ramkhamhaeng University,Media and Global Innovative Communication,Bachelor,https://iis.ru.ac.th/images/doc/Download/B.A.%20MAGIC%20Grade%20Checklist%2066%20-%2070.pdf,https://iis.ru.ac.th/images/doc/Download/1.%20Visa%20Regulation%20and%20Procedures%20Handbook%20.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,IIS-RU current grade checklist verifies the Bachelor of Arts in Media and Global Innovative Communication International Program. Current visa procedures support foreign undergraduate applicants and enrolled students.,2026-08-22
prog_th_069,uni_th_023,Ramkhamhaeng University,Global Business and Digital Age Entrepreneurship,Bachelor,https://iis.ru.ac.th/images/doc/Download/B.B.A.%20Grade%20Checklist%2067%20-%2071.pdf,https://iis.ru.ac.th/images/doc/Download/1.%20Visa%20Regulation%20and%20Procedures%20Handbook%20.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,IIS-RU current grade checklist verifies the B.B.A. Global Business and Digital Age Entrepreneurship International Program. Current IIS-RU visa procedures support international applicants and students.,2026-08-22
prog_th_070,uni_th_024,National Institute of Development Administration,Public Administration,Master,https://gspa.nida.ac.th/en/mpa-en/,https://gspa.nida.ac.th/en/wp-content/uploads/2025/12/1836.pdf,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction|ielts_requirement,study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|toefl_requirement|intake|application_deadline,NIDA GSPA official 2026 admission evidence verifies the Master of Public Administration English Program. Applicants graduating from institutions outside Thailand are explicitly addressed.,2026-08-22
prog_th_071,uni_th_024,National Institute of Development Administration,Integrated Tourism and Hospitality Management,Master,https://nida.ac.th/admissions-calendar/,https://nida.ac.th/admissions-calendar/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|language_of_instruction|ielts_requirement,duration_years|study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|toefl_requirement|intake|application_deadline,NIDA's current 2026 admissions calendar and Graduate School of Tourism Management admission announcements verify the Integrated Tourism and Hospitality Management English Program and accept overseas degree credentials.,2026-08-22
prog_th_072,uni_th_024,National Institute of Development Administration,English Language Studies and Teaching,Master,https://nida.ac.th/admissions-calendar/,https://nida.ac.th/admissions-calendar/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|language_of_instruction,duration_years|study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,NIDA's current 2026 admissions calendar verifies the English Language Studies and Teaching International Program. Official 2026 admissions permit bachelor degrees from accredited institutions in Thailand or another country.,2026-08-22
